05-02-2016	1158
08-02-2016	1420
08-02-2016	14,95
08-02-2016	111750
08-02-2016	1180,5
09-02-2016	15,35
09-02-2016	113450
09-02-2016	1196,2
09-02-2016	920
10-02-2016	111300
10-02-2016	1186
11-02-2016	1468
11-02-2016	15,65
11-02-2016	115600
11-02-2016	1233
12-02-2016	15,5
12-02-2016	116200
12-02-2016	1232,3
15-02-2016	1462
15-02-2016	15,25
15-02-2016	114500
15-02-2016	1211,5
16-02-2016	1460
16-02-2016	15,35
16-02-2016	114800
16-02-2016	1214
17-02-2016	114750
17-02-2016	1204
18-02-2016	1463
18-02-2016	15,33
18-02-2016	114650
18-02-2016	1205
19-02-2016	15,41
19-02-2016	116750
19-02-2016	1223
22-02-2016	1437
22-02-2016	15
22-02-2016	114300
22-02-2016	1210,9
22-02-2016	13,63
23-02-2016	1435
23-02-2016	15,2
22-02-2016	1097
23-02-2016	115000
23-02-2016	1217
24-02-2016	116700
24-02-2016	1242
25-02-2016	1455
25-02-2016	15,9
25-02-2016	116180
25-02-2016	1233
26-02-2016	1425
26-02-2016	116050
26-02-2016	1236
29-02-2016	1422
29-02-2016	14,74
29-02-2016	117000
29-02-2016	1227
01-03-2016	1410
01-03-2016	15
01-03-2016	117600
01-03-2016	1243,55
02-03-2016	14,75
02-03-2016	116100
02-03-2016	1232
03-03-2016	1418
03-03-2016	14,83
03-03-2016	116850
03-03-2016	1240,7
04-03-2016	15,35
04-03-2016	118000
04-03-2016	1261,5
07-03-2016	1480
07-03-2016	119100
07-03-2016	1267
08-03-2016	15,6
08-03-2016	1470
08-03-2016	119550
08-03-2016	1271
09-03-2016	117000
09-03-2016	1255
10-03-2016	1432
10-03-2016	15
10-03-2016	115900
10-03-2016	1240
11-03-2016	15,55
11-03-2016	117100
11-03-2016	1266,5
14-03-2016	1461
14-03-2016	15,6
14-03-2016	116400
14-03-2016	1250
15-03-2016	15,25
15-03-2016	114500
15-03-2016	1231
16-03-2016	15,45
16-03-2016	115500
16-03-2016	1227
17-03-2016	13,89
17-03-2016	1448
17-03-2016	1122
17-03-2016	116550
17-03-2016	1264
18-03-2016	16
18-03-2016	114900
18-03-2016	1250,7
21-03-2016	1450
21-03-2016	15,45
21-03-2016	114800
21-03-2016	1243,5
22-03-2016	1475
22-03-2016	116000
22-03-2016	1253
23-03-2016	112800
23-03-2016	1218
24-03-2016	1425
24-03-2016	112950
24-03-2016	1221,3
25-03-2016	15,15
25-03-2016	112500
25-03-2016	1217,5
28-03-2016	1417
28-03-2016	112600
28-03-2016	1218
29-03-2016	15,17
29-03-2016	112350
29-03-2016	1219
30-03-2016	1420
30-03-2016	15,22
30-03-2016	112800
30-03-2016	1232,9
31-03-2016	1396
31-03-2016	15
31-03-2016	111700
31-03-2016	1237
01-04-2016	15,4
01-04-2016	111400
01-04-2016	1220
04-04-2016	1372
04-04-2016	15
04-04-2016	110525
04-04-2016	1221
05-04-2016	1365
05-04-2016	15,1
05-04-2016	112100
05-04-2016	1234
06-04-2016	15,05
06-04-2016	112100
06-04-2016	1218,6
07-04-2016	1400
07-04-2016	113300
07-04-2016	1234
08-04-2016	1400
08-04-2016	15
08-04-2016	113500
08-04-2016	1235
11-04-2016	1425
11-04-2016	15,5
11-04-2016	113950
11-04-2016	1252
12-04-2016	1450
12-04-2016	114700
12-04-2016	1259,7
13-04-2016	16,05
13-04-2016	113800
13-04-2016	1242,5
14-04-2016	1495
14-04-2016	16
14-04-2016	113500
14-04-2016	1234
15-04-2016	14,32
15-04-2016	1490
15-04-2016	16
